index	species	id	date	coords	fossilCount	windCount	borderCount	hydroCount	distanceCount	nbirds_x	duration	continuity_%	flock
926	Whooping_Crane	1	1993-09-01	[[-99.87584555318902, 42.26882344228664], [-99.60609514568407, 40.87812525007516]]	0	0	1	0	156.2579005610068	103	410	29.51219512195122	2.0
927	Whooping_Crane	1	1993-10-01	[[-99.60609514568407, 40.87812525007516], [-99.75, 41.41667]]	0	0	0	0	61.083648361729836	103	410	29.51219512195122	2.0
928	Whooping_Crane	1	1994-03-01	[[-99.75, 41.41667], [-99.33653292787407, 41.50135470990257]]	0	0	0	0	35.71888973423772	103	410	29.51219512195122	2.0
929	Whooping_Crane	1	1994-04-01	[[-99.33653292787407, 41.50135470990257], [-101.86373156181529, 47.39890056168208]]	2	0	0	0	685.6704010191094	103	410	29.51219512195122	2.0
930	Whooping_Crane	1	1994-08-01	[[-101.86373156181529, 47.39890056168208], [-107.08000000000001, 52.75]]	1	0	1	0	701.4464067026039	103	410	29.51219512195122	2.0
931	Whooping_Crane	1	1994-09-01	[[-107.08000000000001, 52.75], [-106.63428026333412, 52.08487137797653]]	0	0	1	0	79.89734310180141	103	410	29.51219512195122	2.0
932	Whooping_Crane	1	1994-10-01	[[-106.63428026333412, 52.08487137797653], [-99.0845938955642, 39.8398557094973]]	0	0	1	0	1479.4318844186173	103	410	29.51219512195122	2.0
933	Whooping_Crane	1	1995-03-01	[[-99.0845938955642, 39.8398557094973], [-99.75, 37.75000000000001]]	0	0	0	0	239.42743156247974	103	410	29.51219512195122	2.0
934	Whooping_Crane	1	1995-04-01	[[-99.75, 37.75000000000001], [-99.58, 43.91667]]	0	0	0	0	685.8510949749461	103	410	29.51219512195122	2.0
935	Whooping_Crane	1	1995-09-01	[[-99.58, 43.91667], [-98.76678453705343, 38.668883383268486]]	0	0	0	0	587.4600258192186	103	410	29.51219512195122	2.0
936	Whooping_Crane	1	1996-03-01	[[-98.76678453705343, 38.668883383268486], [-99.34287227801714, 41.96728095260087]]	0	0	0	0	370.00008983541727	103	410	29.51219512195122	2.0
937	Whooping_Crane	1	1996-08-01	[[-99.34287227801714, 41.96728095260087], [-107.41, 52.41667000000001]]	0	0	1	0	1310.212560682332	103	410	29.51219512195122	2.0
938	Whooping_Crane	1	1996-09-01	[[-107.41, 52.41667000000001], [-103.4785867124134, 47.42410132907529]]	0	0	1	0	622.1973378050698	103	410	29.51219512195122	2.0
939	Whooping_Crane	1	1997-03-01	[[-103.4785867124134, 47.42410132907529], [-99.24361363893749, 42.25070629026784]]	0	0	1	0	664.905276701367	103	410	29.51219512195122	2.0
940	Whooping_Crane	1	1997-09-01	[[-99.24361363893749, 42.25070629026784], [-96.09961212052788, 45.21711123195271]]	0	0	1	0	415.38932723233	103	410	29.51219512195122	2.0
941	Whooping_Crane	1	1997-10-01	[[-96.09961212052788, 45.21711123195271], [-104.00376520086508, 49.524202926457164]]	0	0	1	0	763.2941152663478	103	410	29.51219512195122	2.0
942	Whooping_Crane	1	1998-09-01	[[-104.00376520086508, 49.524202926457164], [-104.68490718646498, 50.33886742415703]]	0	0	0	0	102.87188394629717	103	410	29.51219512195122	2.0
943	Whooping_Crane	1	1998-10-01	[[-104.68490718646498, 50.33886742415703], [-103.41, 48.74999999999999]]	0	0	1	0	199.17784856010454	103	410	29.51219512195122	2.0
944	Whooping_Crane	1	1998-11-01	[[-103.41, 48.74999999999999], [-98.41, 38.08333]]	0	0	0	0	1252.2329433720765	103	410	29.51219512195122	2.0
945	Whooping_Crane	1	1999-03-01	[[-98.41, 38.08333], [-99.45854863607346, 43.180983596619086]]	0	0	1	0	573.6832964718748	103	410	29.51219512195122	2.0
946	Whooping_Crane	1	1999-09-01	[[-99.45854863607346, 43.180983596619086], [-107.14132023935466, 52.75011310485756]]	0	0	1	0	1206.4531355011868	103	410	29.51219512195122	2.0
947	Whooping_Crane	1	1999-10-01	[[-107.14132023935466, 52.75011310485756], [-103.08, 48.583330000000004]]	0	0	1	0	544.4112095112393	103	410	29.51219512195122	2.0
948	Whooping_Crane	1	2000-03-01	[[-103.08, 48.583330000000004], [-101.75, 47.916669999999996]]	0	0	0	0	123.25601246904749	103	410	29.51219512195122	2.0
949	Whooping_Crane	1	2002-03-01	[[-101.75, 47.916669999999996], [-100.89692238556613, 43.57439382676523]]	0	0	0	0	487.3466416002043	103	410	29.51219512195122	2.0
950	Whooping_Crane	1	2002-09-01	[[-100.89692238556613, 43.57439382676523], [-99.41, 41.58332999999999]]	0	0	0	0	252.65149508931077	103	410	29.51219512195122	2.0
951	Whooping_Crane	1	2002-10-01	[[-99.41, 41.58332999999999], [-99.41, 41.58332999999999]]	0	0	0	0	0.0	103	410	29.51219512195122	2.0
952	Whooping_Crane	1	2003-03-01	[[-99.41, 41.58332999999999], [-98.58, 37.75000000000001]]	0	0	0	0	432.1200728907695	103	410	29.51219512195122	2.0
953	Whooping_Crane	1	2003-10-01	[[-98.58, 37.75000000000001], [-98.79501646213774, 36.90749562780932]]	0	0	0	0	95.59171402356387	103	410	29.51219512195122	2.0
954	Whooping_Crane	1	2004-03-01	[[-98.79501646213774, 36.90749562780932], [-101.61530833314062, 45.875731395597214]]	0	0	0	0	1024.412508507723	103	410	29.51219512195122	2.0
955	Whooping_Crane	1	2004-10-01	[[-101.61530833314062, 45.875731395597214], [-103.08, 48.916669999999996]]	0	0	0	0	355.6373569983162	103	410	29.51219512195122	2.0
956	Whooping_Crane	1	2005-09-01	[[-103.08, 48.916669999999996], [-105.75, 52.25]]	0	0	1	0	415.76364822086185	103	410	29.51219512195122	2.0
957	Whooping_Crane	1	2011-11-01	[[-105.75, 52.25], [-96.91, 28.25]]	0	7	1	0	2767.3109461203567	103	410	29.51219512195122	2.0
1031	Whooping_Crane	2	2015-07-01	[[-92.58, 29.750000000000007], [-92.75, 30.25]]	0	0	0	0	57.95749247106808	15	89	15.730337078651685	5.0
1032	Whooping_Crane	2	2015-08-01	[[-92.75, 30.25], [-92.75, 30.25]]	0	0	0	0	0.0	15	89	15.730337078651685	5.0
1033	Whooping_Crane	2	2015-12-01	[[-92.75, 30.25], [-94.42, 30.03577]]	0	0	0	0	162.34061415585597	15	89	15.730337078651685	5.0
1034	Whooping_Crane	2	2016-01-01	[[-94.42, 30.03577], [-92.91, 30.416669999999996]]	2	0	0	0	151.1313778764081	15	89	15.730337078651685	5.0
1035	Whooping_Crane	2	2016-11-01	[[-92.91, 30.416669999999996], [-92.75, 29.75]]	0	0	0	0	75.71192078654093	15	89	15.730337078651685	5.0
1036	Whooping_Crane	2	2017-03-01	[[-92.75, 29.75], [-92.75, 30.416669999999996]]	0	0	0	0	74.13032174612272	15	89	15.730337078651685	5.0
1037	Whooping_Crane	2	2017-04-01	[[-92.75, 30.416669999999996], [-92.75, 30.416669999999996]]	0	0	0	0	0.0	15	89	15.730337078651685	5.0
1038	Whooping_Crane	2	2017-07-01	[[-92.75, 30.416669999999996], [-94.25, 29.75]]	0	0	0	0	162.24746153854335	15	89	15.730337078651685	5.0
1039	Whooping_Crane	2	2017-11-01	[[-94.25, 29.75], [-93.58000000000001, 30.083330000000004]]	0	0	0	0	74.45461498064692	15	89	15.730337078651685	5.0
1040	Whooping_Crane	2	2019-06-01	[[-93.58000000000001, 30.083330000000004], [-94.41, 29.916670000000003]]	0	0	0	0	82.04705627183866	15	89	15.730337078651685	5.0
1041	Whooping_Crane	2	2021-02-01	[[-94.41, 29.916670000000003], [-92.58, 29.916670000000003]]	0	0	0	0	176.37058764223661	15	89	15.730337078651685	5.0
1042	Whooping_Crane	2	2021-04-01	[[-92.58, 29.916670000000003], [-92.58, 29.916670000000003]]	0	0	0	0	0.0	15	89	15.730337078651685	5.0
1043	Whooping_Crane	2	2021-10-01	[[-92.58, 29.916670000000003], [-92.58, 29.75]]	0	0	0	0	18.532858423879695	15	89	15.730337078651685	5.0
1044	Whooping_Crane	2	2022-12-01	[[-92.58, 29.75], [-93.08, 30.083330000000004]]	0	0	0	0	60.79446465397307	15	89	15.730337078651685	5.0
1149	Golden_eagle	B99466713041	1977-10-01	[[-116.91000000000001, 43.58333], [-116.08000000000001, 42.91667]]	0	0	0	0	100.06898783963163	1	38	10.526315789473685	1.0
1150	Golden_eagle	B99466713041	1977-12-01	[[-116.08000000000001, 42.91667], [-116.08000000000001, 42.91667]]	0	0	0	0	0.0	1	38	10.526315789473685	1.0
1151	Golden_eagle	B99466713041	1980-02-01	[[-116.08000000000001, 42.91667], [-116.08000000000001, 42.91667]]	0	0	0	0	0.0	1	38	10.526315789473685	1.0
1152	Golden_eagle	B99466713041	1980-12-01	[[-116.08000000000001, 42.91667], [-116.08000000000001, 42.91667]]	0	0	0	0	0.0	1	38	10.526315789473685	1.0
3456	Blue_Heron	19	1968-06-01	[[-121.75000000000001, 41.91667], [-122.75, 42.58333]]	0	0	0	0	110.76771017040743	6	44	11.363636363636363	4.0
3457	Blue_Heron	19	1968-09-01	[[-122.75, 42.58333], [-120.58000000000001, 36.91667]]	0	0	0	0	656.7793309010231	6	44	11.363636363636363	4.0
3458	Blue_Heron	19	1969-04-01	[[-120.58000000000001, 36.91667], [-119.75, 39.08333]]	0	0	0	0	251.65572263123875	6	44	11.363636363636363	4.0
3459	Blue_Heron	19	1970-08-01	[[-119.75, 39.08333], [-117.25000000000001, 32.75000000000001]]	0	0	0	0	739.2532206103161	6	44	11.363636363636363	4.0
3460	Blue_Heron	19	1972-02-01	[[-117.25000000000001, 32.75000000000001], [-120.41, 37.75]]	0	0	0	0	625.5473655312674	6	44	11.363636363636363	4.0
3498	Blue_Heron	6	1971-07-01	[[-122.75, 49.25], [-121.75000000000001, 48.583330000000004]]	0	0	1	0	104.08894159569044	10	65	10.76923076923077	5.0
3499	Blue_Heron	6	1971-08-01	[[-121.75000000000001, 48.583330000000004], [-122.82929729495575, 49.00076220289545]]	0	0	1	0	91.68021559269647	10	65	10.76923076923077	5.0
3500	Blue_Heron	6	1971-11-01	[[-122.82929729495575, 49.00076220289545], [-123.07669549585124, 48.50194408484823]]	0	0	1	0	58.356225235294325	10	65	10.76923076923077	5.0
3501	Blue_Heron	6	1972-03-01	[[-123.07669549585124, 48.50194408484823], [-122.75, 49.25000000000001]]	0	0	0	0	86.54303408781372	10	65	10.76923076923077	5.0
3502	Blue_Heron	6	1972-06-01	[[-122.75, 49.25000000000001], [-123.75000000000001, 46.25]]	0	0	1	0	341.8514717218963	10	65	10.76923076923077	5.0
3503	Blue_Heron	6	1973-03-01	[[-123.75000000000001, 46.25], [-122.75, 49.25000000000001]]	0	0	1	0	341.8514717218963	10	65	10.76923076923077	5.0
3504	Blue_Heron	6	1976-12-01	[[-122.75, 49.25000000000001], [-123.08, 49.24999999999999]]	0	0	0	0	23.95256002077993	10	65	10.76923076923077	5.0
3565	Blue_Heron	1	1975-09-01	[[-82.91, 41.41667000000001], [-84.91, 43.08333]]	3	0	0	0	247.86267908123511	100	134	33.582089552238806	1.0
3566	Blue_Heron	1	1975-12-01	[[-84.91, 43.08333], [-85.09731064200884, 37.501052417224194]]	1	0	0	0	620.9237065683711	100	134	33.582089552238806	1.0
3567	Blue_Heron	1	1976-01-01	[[-85.09731064200884, 37.501052417224194], [-77.58, 18.41667]]	0	0	1	0	2244.738778678928	100	134	33.582089552238806	1.0
3568	Blue_Heron	1	1976-03-01	[[-77.58, 18.41667], [-82.58, 36.25]]	0	0	1	0	2042.6780453478366	100	134	33.582089552238806	1.0
3569	Blue_Heron	1	1976-04-01	[[-82.58, 36.25], [-82.91, 41.41667]]	0	0	0	0	575.2167118632149	100	134	33.582089552238806	1.0
3570	Blue_Heron	1	1976-06-01	[[-82.91, 41.41667], [-83.58, 42.91667]]	0	0	0	0	175.69369642015133	100	134	33.582089552238806	1.0
3571	Blue_Heron	1	1976-07-01	[[-83.58, 42.91667], [-84.41000000000001, 40.58333]]	0	0	0	0	268.43237807312295	100	134	33.582089552238806	1.0
3572	Blue_Heron	1	1976-08-01	[[-84.41000000000001, 40.58333], [-82.91586181743222, 41.91678310106725]]	0	0	1	0	193.86848998123793	100	134	33.582089552238806	1.0
3573	Blue_Heron	1	1976-09-01	[[-82.91586181743222, 41.91678310106725], [-83.38603260060363, 39.70929675213745]]	0	0	0	0	248.6287745382403	100	134	33.582089552238806	1.0
3574	Blue_Heron	1	1976-10-01	[[-83.38603260060363, 39.70929675213745], [-90.58, 33.41667]]	0	0	0	0	949.2706382121252	100	134	33.582089552238806	1.0
3575	Blue_Heron	1	1976-11-01	[[-90.58, 33.41667], [-85.58, 41.58333]]	1	0	0	0	1009.0722575201769	100	134	33.582089552238806	1.0
3576	Blue_Heron	1	1976-12-01	[[-85.58, 41.58333], [-87.93524945531763, 37.91659931694234]]	1	0	0	0	454.6816781893836	100	134	33.582089552238806	1.0
3577	Blue_Heron	1	1977-03-01	[[-87.93524945531763, 37.91659931694234], [-80.91, 26.75]]	0	0	0	0	1405.0664234487863	100	134	33.582089552238806	1.0
3578	Blue_Heron	1	1977-04-01	[[-80.91, 26.75], [-82.91, 41.41667000000003]]	0	0	0	0	1641.0926405544076	100	134	33.582089552238806	1.0
3579	Blue_Heron	1	1977-05-01	[[-82.91, 41.41667000000003], [-83.03910851257048, 41.031471610234824]]	0	0	0	0	44.17218063225485	100	134	33.582089552238806	1.0
3580	Blue_Heron	1	1977-06-01	[[-83.03910851257048, 41.031471610234824], [-83.25, 42.08333]]	0	0	0	0	118.27017602995302	100	134	33.582089552238806	1.0
3581	Blue_Heron	1	1977-07-01	[[-83.25, 42.08333], [-85.2358292883015, 39.89815201532465]]	3	0	0	0	294.6313589940129	100	134	33.582089552238806	1.0
3582	Blue_Heron	1	1977-08-01	[[-85.2358292883015, 39.89815201532465], [-83.33059693259722, 40.323759106236984]]	0	0	0	0	168.79021551553492	100	134	33.582089552238806	1.0
3583	Blue_Heron	1	1977-09-01	[[-83.33059693259722, 40.323759106236984], [-84.67484788938518, 34.94072433421611]]	9	0	0	0	610.1353991610102	100	134	33.582089552238806	1.0
3584	Blue_Heron	1	1977-10-01	[[-84.67484788938518, 34.94072433421611], [-81.07497693531465, 31.80317881203232]]	0	0	1	0	483.10348560103586	100	134	33.582089552238806	1.0
3585	Blue_Heron	1	1977-11-01	[[-81.07497693531465, 31.80317881203232], [-83.22130073128207, 34.72637008163233]]	0	0	0	0	381.3849230520527	100	134	33.582089552238806	1.0
3586	Blue_Heron	1	1977-12-01	[[-83.22130073128207, 34.72637008163233], [-83.41530910609154, 33.51474131880487]]	0	0	0	0	135.90540587845186	100	134	33.582089552238806	1.0
3587	Blue_Heron	1	1978-01-01	[[-83.41530910609154, 33.51474131880487], [-84.25956507901084, 32.54858468487689]]	0	0	0	0	133.17455857718758	100	134	33.582089552238806	1.0
3588	Blue_Heron	1	1978-02-01	[[-84.25956507901084, 32.54858468487689], [-85.25, 32.08333]]	0	0	0	0	106.48426381581486	100	134	33.582089552238806	1.0
3589	Blue_Heron	1	1978-03-01	[[-85.25, 32.08333], [-85.34436593843945, 36.8561273400762]]	0	0	0	0	530.7812512221612	100	134	33.582089552238806	1.0
3590	Blue_Heron	1	1978-04-01	[[-85.34436593843945, 36.8561273400762], [-83.16366521627675, 41.455686103924705]]	0	0	0	0	544.862308552063	100	134	33.582089552238806	1.0
3591	Blue_Heron	1	1978-05-01	[[-83.16366521627675, 41.455686103924705], [-86.08, 39.75]]	0	0	0	0	310.75782397091984	100	134	33.582089552238806	1.0
3592	Blue_Heron	1	1978-06-01	[[-86.08, 39.75], [-82.91, 41.41667000000001]]	0	0	0	0	325.55365340809766	100	134	33.582089552238806	1.0
3593	Blue_Heron	1	1978-09-01	[[-82.91, 41.41667000000001], [-80.08000000000001, 26.083329999999997]]	0	0	0	0	1724.6696620628989	100	134	33.582089552238806	1.0
3594	Blue_Heron	1	1978-10-01	[[-80.08000000000001, 26.083329999999997], [-84.25, 30.91667]]	0	0	0	0	674.308974732241	100	134	33.582089552238806	1.0
3595	Blue_Heron	1	1978-11-01	[[-84.25, 30.91667], [-83.91, 35.91667]]	0	0	0	0	556.8681552881451	100	134	33.582089552238806	1.0
3596	Blue_Heron	1	1978-12-01	[[-83.91, 35.91667], [-80.25, 26.25]]	0	0	0	0	1129.7089308597908	100	134	33.582089552238806	1.0
3597	Blue_Heron	1	1979-01-01	[[-80.25, 26.25], [-83.08, 40.08333]]	0	0	0	0	1560.3393466277842	100	134	33.582089552238806	1.0
3598	Blue_Heron	1	1979-04-01	[[-83.08, 40.08333], [-82.91, 41.41667000000001]]	0	0	0	0	148.95053220873834	100	134	33.582089552238806	1.0
3599	Blue_Heron	1	1979-05-01	[[-82.91, 41.41667000000001], [-82.91, 41.41667000000001]]	0	0	0	0	0.0	100	134	33.582089552238806	1.0
3600	Blue_Heron	1	1979-06-01	[[-82.91, 41.41667000000001], [-83.58, 41.75]]	0	0	0	0	66.92610651199216	100	134	33.582089552238806	1.0
3601	Blue_Heron	1	1979-10-01	[[-83.58, 41.75], [-82.75, 41.58333]]	0	0	0	0	71.39140582809956	100	134	33.582089552238806	1.0
3602	Blue_Heron	1	1980-03-01	[[-82.75, 41.58333], [-81.41, 42.74999999999999]]	0	0	1	0	170.36536972745853	100	134	33.582089552238806	1.0
3603	Blue_Heron	1	1980-05-01	[[-81.41, 42.74999999999999], [-82.91, 41.58333]]	0	0	1	0	179.19374709861412	100	134	33.582089552238806	1.0
3604	Blue_Heron	1	1980-08-01	[[-82.91, 41.58333], [-83.08, 41.58333]]	0	0	0	0	14.139378727063317	100	134	33.582089552238806	1.0
3605	Blue_Heron	1	1980-11-01	[[-83.08, 41.58333], [-82.41, 23.083330000000004]]	0	0	1	0	2058.050547969317	100	134	33.582089552238806	1.0
3606	Blue_Heron	1	1981-12-01	[[-82.41, 23.083330000000004], [-91.25, 34.58333]]	0	0	1	0	1539.9901282108583	100	134	33.582089552238806	1.0
3607	Blue_Heron	1	1983-01-01	[[-91.25, 34.58333], [-83.75, 33.416669999999996]]	0	0	0	0	703.2713617125224	100	134	33.582089552238806	1.0
3608	Blue_Heron	1	1985-01-01	[[-83.75, 33.416669999999996], [-82.25, 31.41667]]	0	0	0	0	263.20624062763454	100	134	33.582089552238806	1.0
3609	Blue_Heron	1	1986-11-01	[[-82.25, 31.41667], [-85.08, 41.08333]]	0	0	0	0	1104.2513946593156	100	134	33.582089552238806	1.0
3634	Blue_Heron	3	1976-05-01	[[-82.91, 41.41667], [-82.91, 41.41667000000001]]	0	0	0	0	0.0	20	45	26.666666666666668	2.0
3635	Blue_Heron	3	1976-06-01	[[-82.91, 41.41667000000001], [-83.41974226290684, 41.50048592986258]]	0	0	0	0	43.488833940746815	20	45	26.666666666666668	2.0
3636	Blue_Heron	3	1976-07-01	[[-83.41974226290684, 41.50048592986258], [-83.16016077686413, 40.6022261269938]]	0	0	0	0	102.22608991277886	20	45	26.666666666666668	2.0
3637	Blue_Heron	3	1976-08-01	[[-83.16016077686413, 40.6022261269938], [-85.75, 30.08333]]	4	0	0	0	1192.8384591841905	20	45	26.666666666666668	2.0
3638	Blue_Heron	3	1976-09-01	[[-85.75, 30.08333], [-82.91, 41.58333]]	13	0	0	0	1303.9006511946368	20	45	26.666666666666668	2.0
3639	Blue_Heron	3	1976-10-01	[[-82.91, 41.58333], [-81.07784011923924, 26.336799688862545]]	2	0	0	0	1703.619656712195	20	45	26.666666666666668	2.0
3640	Blue_Heron	3	1976-11-01	[[-81.07784011923924, 26.336799688862545], [-80.91, 33.416669999999996]]	0	0	0	0	787.4115463467385	20	45	26.666666666666668	2.0
3641	Blue_Heron	3	1976-12-01	[[-80.91, 33.416669999999996], [-82.45295162533907, 37.59624080262558]]	0	0	0	0	485.25659250533977	20	45	26.666666666666668	2.0
3642	Blue_Heron	3	1977-01-01	[[-82.45295162533907, 37.59624080262558], [-82.91, 41.41667000000001]]	0	0	0	0	426.6161390538219	20	45	26.666666666666668	2.0
3643	Blue_Heron	3	1977-03-01	[[-82.91, 41.41667000000001], [-83.0580363530597, 38.336257958602616]]	0	0	0	0	342.7588861863068	20	45	26.666666666666668	2.0
3644	Blue_Heron	3	1977-05-01	[[-83.0580363530597, 38.336257958602616], [-82.91, 41.41667000000001]]	0	0	0	0	342.7588861863068	20	45	26.666666666666668	2.0
3645	Blue_Heron	3	1980-02-01	[[-82.91, 41.41667000000001], [-85.91, 41.25]]	0	0	0	0	251.1540792337686	20	45	26.666666666666668	2.0
3646	Blue_Heron	2	1976-06-01	[[-82.91, 41.41667000000002], [-83.98017322641198, 41.14277383283573]]	0	0	0	0	94.46969842580545	24	70	17.142857142857142	3.0
3647	Blue_Heron	2	1976-08-01	[[-83.98017322641198, 41.14277383283573], [-84.16580232850545, 42.83336643210265]]	0	0	0	0	188.61018821395737	24	70	17.142857142857142	3.0
3648	Blue_Heron	2	1976-09-01	[[-84.16580232850545, 42.83336643210265], [-83.58, 43.58333]]	0	0	0	0	95.95942633217803	24	70	17.142857142857142	3.0
3649	Blue_Heron	2	1976-10-01	[[-83.58, 43.58333], [-79.25, 34.416669999999996]]	0	0	0	0	1085.374391046951	24	70	17.142857142857142	3.0
3650	Blue_Heron	2	1976-12-01	[[-79.25, 34.416669999999996], [-84.85313125571334, 30.023508914753187]]	0	0	0	0	718.3995017015282	24	70	17.142857142857142	3.0
3651	Blue_Heron	2	1977-01-01	[[-84.85313125571334, 30.023508914753187], [-83.20970654502338, 27.640093626193032]]	0	0	1	0	309.6097579548464	24	70	17.142857142857142	3.0
3652	Blue_Heron	2	1977-12-01	[[-83.20970654502338, 27.640093626193032], [-83.41, 33.91667]]	0	0	0	0	698.1851636037595	24	70	17.142857142857142	3.0
3653	Blue_Heron	2	1978-04-01	[[-83.41, 33.91667], [-83.58, 40.58333]]	0	0	0	0	741.450994335125	24	70	17.142857142857142	3.0
3654	Blue_Heron	2	1978-05-01	[[-83.58, 40.58333], [-82.58258549772641, 41.91714239044138]]	0	0	1	0	170.1429599349474	24	70	17.142857142857142	3.0
3655	Blue_Heron	2	1979-01-01	[[-82.58258549772641, 41.91714239044138], [-83.08, 41.41667000000001]]	0	0	0	0	69.31117529816244	24	70	17.142857142857142	3.0
3656	Blue_Heron	2	1979-08-01	[[-83.08, 41.41667000000001], [-84.08, 35.75]]	0	0	0	0	636.0578278576256	24	70	17.142857142857142	3.0
3657	Blue_Heron	2	1982-04-01	[[-84.08, 35.75], [-90.75, 14.250000000000002]]	0	0	1	0	2481.59694138715	24	70	17.142857142857142	3.0
